State,Model,MAE,RMSE,MAPE,WAPE,Forecast Reliability,Is Best Model,Training Months,Testing Months,Training Start,Training End,Testing Start,Testing End
New Hampshire,Six Month Moving Average,250.3983,452.556,97.6322,99.5336,Very Low,False,35,6,2015-05-01,2018-03-01,2018-04-01,2018-09-01
New Hampshire,Simple Exponential Smoothing,245.1404,388.2433,70.0897,97.4436,Very Low,False,35,6,2015-05-01,2018-03-01,2018-04-01,2018-09-01
New Hampshire,Holt Linear Trend,241.8842,390.8382,65.4696,96.1492,Very Low,True,35,6,2015-05-01,2018-03-01,2018-04-01,2018-09-01
New Hampshire,Holt Damped Trend,255.5476,382.4831,83.3768,101.5804,Very Low,False,35,6,2015-05-01,2018-03-01,2018-04-01,2018-09-01
New Jersey,Historical Average,822.59,925.1406,2199.238,94.249,Very Low,True,41,6,2015-02-01,2018-06-01,2018-07-01,2018-12-01
New Jersey,Last Value (Naive),822.59,1104.3389,766.7681,94.249,Very Low,False,41,6,2015-02-01,2018-06-01,2018-07-01,2018-12-01
New Jersey,Three Month Moving Average,833.4311,936.6427,3337.5033,95.4912,Very Low,False,41,6,2015-02-01,2018-06-01,2018-07-01,2018-12-01
New Jersey,Six Month Moving Average,822.59,959.7999,1759.4113,94.249,Very Low,False,41,6,2015-02-01,2018-06-01,2018-07-01,2018-12-01
New Jersey,Simple Exponential Smoothing,822.59,925.141,2199.2313,94.249,Very Low,False,41,6,2015-02-01,2018-06-01,2018-07-01,2018-12-01
New Jersey,Holt Linear Trend,884.7258,973.2418,3683.5059,101.3683,Very Low,False,41,6,2015-02-01,2018-06-01,2018-07-01,2018-12-01
New Jersey,Holt Damped Trend,857.7306,949.045,3478.3624,98.2753,Very Low,False,41,6,2015-02-01,2018-06-01,2018-07-01,2018-12-01
New Mexico,Historical Average,252.1432,326.4591,71.0058,83.5745,Very Low,False,40,6,2015-03-01,2018-06-01,2018-07-01,2018-12-01
New Mexico,Last Value (Naive),188.3787,245.5011,42.1871,62.4393,Very Low,True,40,6,2015-03-01,2018-06-01,2018-07-01,2018-12-01
New Mexico,Three Month Moving Average,250.9698,325.2357,70.3192,83.1856,Very Low,False,40,6,2015-03-01,2018-06-01,2018-07-01,2018-12-01
New Mexico,Six Month Moving Average,199.4783,269.7027,42.9491,66.1184,Very Low,False,40,6,2015-03-01,2018-06-01,2018-07-01,2018-12-01
New Mexico,Simple Exponential Smoothing,252.1435,326.4595,71.006,83.5746,Very Low,False,40,6,2015-03-01,2018-06-01,2018-07-01,2018-12-01
New Mexico,Holt Linear Trend,230.8766,305.882,58.6867,76.5256,Very Low,False,40,6,2015-03-01,2018-06-01,2018-07-01,2018-12-01
New Mexico,Holt Damped Trend,253.8512,328.2484,72.0051,84.1407,Very Low,False,40,6,2015-03-01,2018-06-01,2018-07-01,2018-12-01
New York,Historical Average,7741.2195,10201.0783,62.6967,63.2776,Very Low,False,42,6,2015-01-01,2018-06-01,2018-07-01,2018-12-01
New York,Last Value (Naive),6980.6332,7951.6992,94.9625,57.0605,Very Low,True,42,6,2015-01-01,2018-06-01,2018-07-01,2018-12-01
New York,Three Month Moving Average,8098.9685,10560.6287,63.0808,66.2019,Very Low,False,42,6,2015-01-01,2018-06-01,2018-07-01,2018-12-01
New York,Six Month Moving Average,9175.6756,11724.7102,64.2367,75.003,Very Low,False,42,6,2015-01-01,2018-06-01,2018-07-01,2018-12-01
New York,Simple Exponential Smoothing,7741.2399,10201.0982,62.6967,63.2778,Very Low,False,42,6,2015-01-01,2018-06-01,2018-07-01,2018-12-01
New York,Holt Linear Trend,6991.4156,9495.7781,61.1841,57.1486,Very Low,False,42,6,2015-01-01,2018-06-01,2018-07-01,2018-12-01
New York,Holt Damped Trend,7271.4529,9753.6959,62.1909,59.4377,Very Low,False,42,6,2015-01-01,2018-06-01,2018-07-01,2018-12-01
North Carolina,Historical Average,2826.7803,5430.5228,261.2174,88.9986,Very Low,False,40,6,2015-03-01,2018-06-01,2018-07-01,2018-12-01
North Carolina,Last Value (Naive),2826.7803,5421.6559,267.3699,88.9986,Very Low,False,40,6,2015-03-01,2018-06-01,2018-07-01,2018-12-01
North Carolina,Three Month Moving Average,2839.1033,5486.2489,225.1011,89.3866,Very Low,False,40,6,2015-03-01,2018-06-01,2018-07-01,2018-12-01
North Carolina,Six Month Moving Average,2876.5195,5536.3452,197.2415,90.5646,Very Low,False,40,6,2015-03-01,2018-06-01,2018-07-01,2018-12-01
North Carolina,Simple Exponential Smoothing,2826.7803,5430.523,261.2172,88.9986,Very Low,False,40,6,2015-03-01,2018-06-01,2018-07-01,2018-12-01
North Carolina,Holt Linear Trend,2824.5709,5385.9156,289.843,88.9291,Very Low,True,40,6,2015-03-01,2018-06-01,2018-07-01,2018-12-01
North Carolina,Holt Damped Trend,2826.7709,5396.0672,285.3913,88.9983,Very Low,False,40,6,2015-03-01,2018-06-01,2018-07-01,2018-12-01
Ohio,Historical Average,1347.3664,1657.3965,55.3812,54.9842,Very Low,False,42,6,2015-01-01,2018-06-01,2018-07-01,2018-12-01
Ohio,Last Value (Naive),1212.2503,1446.0565,61.5929,49.4703,Very Low,False,42,6,2015-01-01,2018-06-01,2018-07-01,2018-12-01
Ohio,Three Month Moving Average,1426.8202,1812.7562,51.7285,58.2266,Very Low,False,42,6,2015-01-01,2018-06-01,2018-07-01,2018-12-01
Ohio,Six Month Moving Average,1475.0106,1875.0432,51.9632,60.1931,Very Low,False,42,6,2015-01-01,2018-06-01,2018-07-01,2018-12-01
Ohio,Simple Exponential Smoothing,1347.364,1657.3921,55.3813,54.9841,Very Low,False,42,6,2015-01-01,2018-06-01,2018-07-01,2018-12-01
Ohio,Holt Linear Trend,1175.4891,1321.6043,72.3822,47.9701,Very Low,True,42,6,2015-01-01,2018-06-01,2018-07-01,2018-12-01
Ohio,Holt Damped Trend,1234.504,1475.4604,60.5385,50.3784,Very Low,False,42,6,2015-01-01,2018-06-01,2018-07-01,2018-12-01
Oklahoma,Historical Average,630.814,851.8201,1029.7201,105.2175,Very Low,False,37,6,2015-06-01,2018-06-01,2018-07-01,2018-12-01
Oklahoma,Last Value (Naive),599.5333,1028.5369,100.0,100.0,Very Low,False,37,6,2015-06-01,2018-06-01,2018-07-01,2018-12-01
Oklahoma,Three Month Moving Average,583.2133,944.6848,382.3449,97.2779,Very Low,True,37,6,2015-06-01,2018-06-01,2018-07-01,2018-12-01
Oklahoma,Six Month Moving Average,631.9328,851.1772,1037.8241,105.4041,Very Low,False,37,6,2015-06-01,2018-06-01,2018-07-01,2018-12-01
Oklahoma,Simple Exponential Smoothing,630.8141,851.82,1029.7211,105.2175,Very Low,False,37,6,2015-06-01,2018-06-01,2018-07-01,2018-12-01
Oklahoma,Holt Linear Trend,731.2752,846.4897,1765.1193,121.9741,Very Low,False,37,6,2015-06-01,2018-06-01,2018-07-01,2018-12-01
Oklahoma,Holt Damped Trend,724.7835,844.0017,1716.6693,120.8913,Very Low,False,37,6,2015-06-01,2018-06-01,2018-07-01,2018-12-01
Oregon,Historical Average,469.4139,508.6019,6836.5697,120.5611,Very Low,False,41,6,2015-01-01,2018-05-01,2018-06-01,2018-11-01
Oregon,Last Value (Naive),531.3655,532.9285,10338.5701,136.4724,Very Low,False,41,6,2015-01-01,2018-05-01,2018-06-01,2018-11-01
Oregon,Three Month Moving Average,409.0437,548.1305,3423.9678,105.0561,Very Low,True,41,6,2015-01-01,2018-05-01,2018-06-01,2018-11-01
Oregon,Six Month Moving Average,476.2098,508.0175,7220.7288,122.3066,Very Low,False,41,6,2015-01-01,2018-05-01,2018-06-01,2018-11-01
Oregon,Simple Exponential Smoothing,469.4137,508.6019,6836.5585,120.5611,Very Low,False,41,6,2015-01-01,2018-05-01,2018-06-01,2018-11-01
Oregon,Holt Linear Trend,508.5116,514.9532,9123.6302,130.6028,Very Low,False,41,6,2015-01-01,2018-05-01,2018-06-01,2018-11-01
Oregon,Holt Damped Trend,488.7534,509.0817,7929.9484,125.5282,Very Low,False,41,6,2015-01-01,2018-05-01,2018-06-01,2018-11-01
Pennsylvania,Historical Average,3377.4622,4318.9208,50.1301,63.2593,Very Low,False,42,6,2015-01-01,2018-06-01,2018-07-01,2018-12-01
Pennsylvania,Last Value (Naive),4019.7677,4868.3331,65.6474,75.2896,Very Low,False,42,6,2015-01-01,2018-06-01,2018-07-01,2018-12-01
Pennsylvania,Three Month Moving Average,3860.9517,4738.0463,61.5121,72.315,Very Low,False,42,6,2015-01-01,2018-06-01,2018-07-01,2018-12-01
Pennsylvania,Six Month Moving Average,3563.4317,4498.9088,53.7651,66.7425,Very Low,False,42,6,2015-01-01,2018-06-01,2018-07-01,2018-12-01
Pennsylvania,Simple Exponential Smoothing,3377.4632,4318.922,50.1301,63.2593,Very Low,False,42,6,2015-01-01,2018-06-01,2018-07-01,2018-12-01
Pennsylvania,Holt Linear Trend,2830.2514,3724.792,43.4325,53.0101,Very Low,True,42,6,2015-01-01,2018-06-01,2018-07-01,2018-12-01
Pennsylvania,Holt Damped Trend,3117.0745,4025.0726,46.914,58.3823,Very Low,False,42,6,2015-01-01,2018-06-01,2018-07-01,2018-12-01
Rhode Island,Historical Average,592.7818,621.5009,135.9454,111.6862,Very Low,False,33,6,2015-10-01,2018-06-01,2018-07-01,2018-12-01
Rhode Island,Last Value (Naive),530.7567,815.4176,100.0,100.0,Very Low,False,33,6,2015-10-01,2018-06-01,2018-07-01,2018-12-01
Rhode Island,Three Month Moving Average,515.2411,785.9151,85.8362,97.0767,Very Low,False,33,6,2015-10-01,2018-06-01,2018-07-01,2018-12-01
Rhode Island,Six Month Moving Average,522.9989,800.464,92.9181,98.5384,Very Low,False,33,6,2015-10-01,2018-06-01,2018-07-01,2018-12-01
Rhode Island,Simple Exponential Smoothing,592.7837,621.5014,135.9467,111.6865,Very Low,False,33,6,2015-10-01,2018-06-01,2018-07-01,2018-12-01
Rhode Island,Holt Linear Trend,487.6126,770.2045,50.2099,91.8712,Very Low,True,33,6,2015-10-01,2018-06-01,2018-07-01,2018-12-01
Rhode Island,Holt Damped Trend,548.1149,624.1243,104.8366,103.2705,Very Low,False,33,6,2015-10-01,2018-06-01,2018-07-01,2018-12-01
South Carolina,Historical Average,233.9336,266.0285,161.4675,124.1202,Very Low,False,42,6,2015-01-01,2018-06-01,2018-07-01,2018-12-01
South Carolina,Last Value (Naive),188.4733,325.749,100.0,100.0,Very Low,True,42,6,2015-01-01,2018-06-01,2018-07-01,2018-12-01
South Carolina,Three Month Moving Average,223.3611,269.5005,138.2469,118.5107,Very Low,False,42,6,2015-01-01,2018-06-01,2018-07-01,2018-12-01
South Carolina,Six Month Moving Average,199.4772,290.237,85.7901,105.8384,Very Low,False,42,6,2015-01-01,2018-06-01,2018-07-01,2018-12-01
South Carolina,Simple Exponential Smoothing,233.934,266.0285,161.4683,124.1205,Very Low,False,42,6,2015-01-01,2018-06-01,2018-07-01,2018-12-01
South Carolina,Holt Linear Trend,199.2662,293.3894,72.7099,105.7265,Very Low,False,42,6,2015-01-01,2018-06-01,2018-07-01,2018-12-01
South Carolina,Holt Damped Trend,225.0341,268.7065,141.9137,119.3984,Very Low,False,42,6,2015-01-01,2018-06-01,2018-07-01,2018-12-01
South Dakota,Historical Average,193.5533,458.9484,92.07,100.6858,Very Low,False,41,6,2015-01-01,2018-05-01,2018-06-01,2018-11-01
South Dakota,Last Value (Naive),192.235,460.585,100.0,100.0,Very Low,True,41,6,2015-01-01,2018-05-01,2018-06-01,2018-11-01
South Dakota,Three Month Moving Average,192.235,460.585,100.0,100.0,Very Low,False,41,6,2015-01-01,2018-05-01,2018-06-01,2018-11-01
South Dakota,Six Month Moving Average,192.235,460.585,100.0,100.0,Very Low,False,41,6,2015-01-01,2018-05-01,2018-06-01,2018-11-01
South Dakota,Simple Exponential Smoothing,192.2508,460.5653,99.9052,100.0082,Very Low,False,41,6,2015-01-01,2018-05-01,2018-06-01,2018-11-01
South Dakota,Holt Linear Trend,193.0443,459.6379,92.7999,100.421,Very Low,False,41,6,2015-01-01,2018-05-01,2018-06-01,2018-11-01
South Dakota,Holt Damped Trend,192.235,460.585,100.0,100.0,Very Low,False,41,6,2015-01-01,2018-05-01,2018-06-01,2018-11-01
Tennessee,Historical Average,1688.4766,2028.2979,77.4018,85.0178,Very Low,False,42,6,2015-01-01,2018-06-01,2018-07-01,2018-12-01
Tennessee,Last Value (Naive),1456.1065,1663.2297,64.0854,73.3175,Very Low,False,42,6,2015-01-01,2018-06-01,2018-07-01,2018-12-01
Tennessee,Three Month Moving Average,1164.4164,1470.2183,39.7869,58.6304,Very Low,True,42,6,2015-01-01,2018-06-01,2018-07-01,2018-12-01
Tennessee,Six Month Moving Average,1519.6211,1843.4164,64.5777,76.5156,Very Low,False,42,6,2015-01-01,2018-06-01,2018-07-01,2018-12-01
Tennessee,Simple Exponential Smoothing,1688.4785,2028.3002,77.402,85.0179,Very Low,False,42,6,2015-01-01,2018-06-01,2018-07-01,2018-12-01
Tennessee,Holt Linear Trend,1528.5631,1856.1506,65.6576,76.9659,Very Low,False,42,6,2015-01-01,2018-06-01,2018-07-01,2018-12-01
Tennessee,Holt Damped Trend,1610.9283,1941.8739,71.5541,81.1131,Very Low,False,42,6,2015-01-01,2018-06-01,2018-07-01,2018-12-01
Texas,Historical Average,1438.5251,2005.513,34.749,36.7706,Very Low,False,42,6,2015-01-01,2018-06-01,2018-07-01,2018-12-01
Texas,Last Value (Naive),1438.5251,2038.5025,33.4621,36.7706,Very Low,False,42,6,2015-01-01,2018-06-01,2018-07-01,2018-12-01
Texas,Three Month Moving Average,1552.0427,2431.7798,29.0432,39.6722,Very Low,False,42,6,2015-01-01,2018-06-01,2018-07-01,2018-12-01
Texas,Six Month Moving Average,1438.5251,2039.0821,33.4418,36.7706,Very Low,False,42,6,2015-01-01,2018-06-01,2018-07-01,2018-12-01
Texas,Simple Exponential Smoothing,1438.5251,2005.5234,34.7485,36.7706,Very Low,False,42,6,2015-01-01,2018-06-01,2018-07-01,2018-12-01
Texas,Holt Linear Trend,1403.2429,1892.2913,38.9761,35.8687,Very Low,True,42,6,2015-01-01,2018-06-01,2018-07-01,2018-12-01
Texas,Holt Damped Trend,1438.4899,1953.0699,38.9215,36.7697,Very Low,False,42,6,2015-01-01,2018-06-01,2018-07-01,2018-12-01
Utah,Historical Average,482.5873,835.2556,643.2507,117.6737,Very Low,False,39,6,2015-03-01,2018-05-01,2018-06-01,2018-11-01
Utah,Last Value (Naive),410.1063,911.826,100.0,100.0,Very Low,False,39,6,2015-03-01,2018-05-01,2018-06-01,2018-11-01
Utah,Three Month Moving Average,410.1063,911.826,100.0,100.0,Very Low,False,39,6,2015-03-01,2018-05-01,2018-06-01,2018-11-01
Utah,Six Month Moving Average,410.1063,911.826,100.0,100.0,Very Low,False,39,6,2015-03-01,2018-05-01,2018-06-01,2018-11-01
Utah,Simple Exponential Smoothing,482.5869,835.2557,643.2488,117.6736,Very Low,False,39,6,2015-03-01,2018-05-01,2018-06-01,2018-11-01
Utah,Holt Linear Trend,396.0547,888.2733,117.079,96.5737,Very Low,True,39,6,2015-03-01,2018-05-01,2018-06-01,2018-11-01
Utah,Holt Damped Trend,396.5455,884.2323,145.3281,96.6933,Very Low,False,39,6,2015-03-01,2018-05-01,2018-06-01,2018-11-01
Vermont,Historical Average,402.0453,409.2419,112.7576,1176.5459,Very Low,False,20,6,2016-11-01,2018-06-01,2018-07-01,2018-12-01
Vermont,Last Value (Naive),34.1717,83.7031,100.0,100.0,Very Low,True,20,6,2016-11-01,2018-06-01,2018-07-01,2018-12-01
Vermont,Three Month Moving Average,34.1717,83.7031,100.0,100.0,Very Low,False,20,6,2016-11-01,2018-06-01,2018-07-01,2018-12-01
Vermont,Six Month Moving Average,104.9694,105.0053,48.2043,307.1827,Very Low,False,20,6,2016-11-01,2018-06-01,2018-07-01,2018-12-01
Vermont,Simple Exponential Smoothing,59.11,76.4787,81.7551,172.9794,Very Low,False,20,6,2016-11-01,2018-06-01,2018-07-01,2018-12-01
Vermont,Holt Linear Trend,145.4289,157.4731,10.7018,425.5832,Very Low,False,20,6,2016-11-01,2018-06-01,2018-07-01,2018-12-01
Vermont,Holt Damped Trend,34.1717,83.7031,100.0,100.0,Very Low,False,20,6,2016-11-01,2018-06-01,2018-07-01,2018-12-01
Virginia,Historical Average,1012.8851,1125.4015,480.4871,125.861,Very Low,False,42,6,2015-01-01,2018-06-01,2018-07-01,2018-12-01
Virginia,Last Value (Naive),746.3783,828.9391,225.104,92.7449,Very Low,False,42,6,2015-01-01,2018-06-01,2018-07-01,2018-12-01
Virginia,Three Month Moving Average,693.4083,884.7397,145.1331,86.1628,Very Low,True,42,6,2015-01-01,2018-06-01,2018-07-01,2018-12-01
Virginia,Six Month Moving Average,693.4083,896.2543,137.1825,86.1628,Very Low,False,42,6,2015-01-01,2018-06-01,2018-07-01,2018-12-01
Virginia,Simple Exponential Smoothing,1012.8819,1125.395,480.4841,125.8606,Very Low,False,42,6,2015-01-01,2018-06-01,2018-07-01,2018-12-01
Virginia,Holt Linear Trend,823.438,851.1441,291.5534,102.3203,Very Low,False,42,6,2015-01-01,2018-06-01,2018-07-01,2018-12-01
Virginia,Holt Damped Trend,934.6946,981.8597,405.5449,116.145,Very Low,False,42,6,2015-01-01,2018-06-01,2018-07-01,2018-12-01
Washington,Historical Average,4068.2144,5367.4618,53.7507,65.1478,Very Low,False,41,6,2015-02-01,2018-06-01,2018-07-01,2018-12-01
Washington,Last Value (Naive),3194.4387,3954.6568,62.7119,51.1553,Very Low,False,41,6,2015-02-01,2018-06-01,2018-07-01,2018-12-01
Washington,Three Month Moving Average,3847.6953,5134.6843,51.9585,61.6164,Very Low,False,41,6,2015-02-01,2018-06-01,2018-07-01,2018-12-01
Washington,Six Month Moving Average,3194.4387,4044.3213,59.5457,51.1553,Very Low,True,41,6,2015-02-01,2018-06-01,2018-07-01,2018-12-01
Washington,Simple Exponential Smoothing,4068.2088,5367.4558,53.7506,65.1477,Very Low,False,41,6,2015-02-01,2018-06-01,2018-07-01,2018-12-01
Washington,Holt Linear Trend,3426.1691,4696.3595,49.2141,54.8662,Very Low,False,41,6,2015-02-01,2018-06-01,2018-07-01,2018-12-01
Washington,Holt Damped Trend,3949.032,5240.3431,52.7822,63.2392,Very Low,False,41,6,2015-02-01,2018-06-01,2018-07-01,2018-12-01
Wisconsin,Historical Average,516.4792,651.2179,286.7016,87.236,Very Low,False,41,6,2015-02-01,2018-06-01,2018-07-01,2018-12-01
Wisconsin,Last Value (Naive),592.0483,876.3226,100.0,100.0,Very Low,False,41,6,2015-02-01,2018-06-01,2018-07-01,2018-12-01
Wisconsin,Three Month Moving Average,592.0483,876.3226,100.0,100.0,Very Low,False,41,6,2015-02-01,2018-06-01,2018-07-01,2018-12-01
Wisconsin,Six Month Moving Average,422.0506,695.0186,134.5985,71.2865,Very Low,True,41,6,2015-02-01,2018-06-01,2018-07-01,2018-12-01
Wisconsin,Simple Exponential Smoothing,516.4773,651.2176,286.7001,87.2357,Very Low,False,41,6,2015-02-01,2018-06-01,2018-07-01,2018-12-01
Wisconsin,Holt Linear Trend,698.7006,734.8458,436.609,118.0141,Very Low,False,41,6,2015-02-01,2018-06-01,2018-07-01,2018-12-01
Wisconsin,Holt Damped Trend,615.1202,685.5607,364.4513,103.897,Very Low,False,41,6,2015-02-01,2018-06-01,2018-07-01,2018-12-01
